Gene ID	Gene Symbol	Label IDs	Label Names
PA35967	SMN2	PA166273281;PA166272721;PA166185180;PA166236221;PA166282861;PA166278701	Annotation of EMA Label for nusinersen and SMN2;Annotation of EMA Label for risdiplam and SMN1, SMN2;Annotation of FDA Label for nusinersen and SMN2;Annotation of FDA Label for risdiplam and SMN1, SMN2;Annotation of HCSC Label for nusinersen and SMN2;Annotation of HCSC Label for risdiplam and SMN1, SMN2
PA36154	SSTR1	PA166273423;PA166225001;PA166278481	Annotation of EMA Label for lutetium (177Lu) oxodotreotide and SSTR1, SSTR2, SSTR3, SSTR4, SSTR5;Annotation of FDA Label for lutetium (177Lu) oxodotreotide and SSTR1, SSTR2, SSTR3, SSTR4, SSTR5;Annotation of HCSC Label for lutetium (177Lu) oxodotreotide and SSTR1, SSTR2, SSTR3, SSTR4, SSTR5
PA36155	SSTR2	PA166273423;PA166225001;PA166278481	Annotation of EMA Label for lutetium (177Lu) oxodotreotide and SSTR1, SSTR2, SSTR3, SSTR4, SSTR5;Annotation of FDA Label for lutetium (177Lu) oxodotreotide and SSTR1, SSTR2, SSTR3, SSTR4, SSTR5;Annotation of HCSC Label for lutetium (177Lu) oxodotreotide and SSTR1, SSTR2, SSTR3, SSTR4, SSTR5
PA36156	SSTR3	PA166273423;PA166225001;PA166278481	Annotation of EMA Label for lutetium (177Lu) oxodotreotide and SSTR1, SSTR2, SSTR3, SSTR4, SSTR5;Annotation of FDA Label for lutetium (177Lu) oxodotreotide and SSTR1, SSTR2, SSTR3, SSTR4, SSTR5;Annotation of HCSC Label for lutetium (177Lu) oxodotreotide and SSTR1, SSTR2, SSTR3, SSTR4, SSTR5
PA36157	SSTR4	PA166273423;PA166225001;PA166278481	Annotation of EMA Label for lutetium (177Lu) oxodotreotide and SSTR1, SSTR2, SSTR3, SSTR4, SSTR5;Annotation of FDA Label for lutetium (177Lu) oxodotreotide and SSTR1, SSTR2, SSTR3, SSTR4, SSTR5;Annotation of HCSC Label for lutetium (177Lu) oxodotreotide and SSTR1, SSTR2, SSTR3, SSTR4, SSTR5
PA36158	SSTR5	PA166273423;PA166225001;PA166278481	Annotation of EMA Label for lutetium (177Lu) oxodotreotide and SSTR1, SSTR2, SSTR3, SSTR4, SSTR5;Annotation of FDA Label for lutetium (177Lu) oxodotreotide and SSTR1, SSTR2, SSTR3, SSTR4, SSTR5;Annotation of HCSC Label for lutetium (177Lu) oxodotreotide and SSTR1, SSTR2, SSTR3, SSTR4, SSTR5
PA36229	STX11	PA166182764	Annotation of FDA Label for emapalumab and PRF1, RAB27A, SH2D1A, STX11, STXBP2, UNC13D, XIAP
PA36242	STXBP2	PA166182764	Annotation of FDA Label for emapalumab and PRF1, RAB27A, SH2D1A, STX11, STXBP2, UNC13D, XIAP
PA36349	TBL1X	PA166293701	Annotation of FDA Label for levothyroxine and IRS4, NKX2-5, PAX8, TBL1X, TSHB
PA36616	TNFRSF8	PA166104904;PA166185145;PA166160288	Annotation of EMA Label for brentuximab vedotin and TNFRSF8;Annotation of FDA Label for brentuximab vedotin and TNFRSF8;Annotation of HCSC Label for brentuximab vedotin and TNFRSF8
PA434	TNFSF13B	PA166119824;PA166114905;PA166159938	Annotation of EMA Label for belimumab and TNFSF13B;Annotation of FDA Label for belimumab and TNFSF13B;Annotation of HCSC Label for belimumab and TNFSF13B
PA36679	TP53	PA166272161;PA166163420;PA166272261	Annotation of EMA Label for venetoclax and FLT3, IDH1, IDH2, NPM1, TP53;Annotation of FDA Label for venetoclax and FLT3, IDH1, IDH2, NPM1, TP53;Annotation of HCSC Label for venetoclax and FLT3, IDH1, IDH2, NPM1, TP53
PA356	TPMT	PA166121251;PA166104782;PA166104853;PA166104810;PA166104838;PA166127635;PA166127690;PA166127720;PA166123530;PA166184112;PA166183781;PA166184424	Annotation of EMA Label for mercaptopurine and NUDT15, TPMT;Annotation of FDA Label for azathioprine and NUDT15, TPMT;Annotation of FDA Label for cisplatin and TPMT;Annotation of FDA Label for mercaptopurine and NUDT15, TPMT;Annotation of FDA Label for thioguanine and NUDT15, TPMT;Annotation of HCSC Label for azathioprine and TPMT;Annotation of HCSC Label for mercaptopurine and TPMT;Annotation of HCSC Label for thioguanine and TPMT;Annotation of PMDA Label for azathioprine and TPMT;Annotation of Swissmedic Label for azathioprine and NUDT15, TPMT;Annotation of Swissmedic Label for mercaptopurine and NUDT15, TPMT;Annotation of Swissmedic Label for thioguanine and TPMT
PA26600	TPP1	PA166182934;PA166169880	Annotation of EMA Label for cerliponase alfa and TPP1;Annotation of FDA Label for cerliponase alfa and TPP1
PA37041	TSHB	PA166293701	Annotation of FDA Label for levothyroxine and IRS4, NKX2-5, PAX8, TBL1X, TSHB
PA37069	TTR	PA166272621;PA166182757;PA166184565;PA166277661;PA166272361	Annotation of EMA Label for tafamidis and TTR;Annotation of FDA Label for inotersen and TTR;Annotation of FDA Label for tafamidis and TTR;Annotation of FDA Label for vutrisiran and TTR;Annotation of HCSC Label for tafamidis and TTR
PA359	TYMS	PA166184451	Annotation of Swissmedic Label for fluorouracil and TYMS
PA420	UGT1A1	PA166123387;PA166182929;PA166182943;PA166182949;PA166182952;PA166183251;PA166271541;PA166127662;PA166129553;PA166179871;PA166251501;PA166160010;PA166104800;PA166104831;PA166151853;PA166105058;PA166179887;PA166225101;PA166284761;PA166127683;PA166151974;PA166271561;PA166123543;PA166123526;PA166184441;PA166184377;PA166184378;PA166184386	Annotation of EMA Label for axitinib and CYP2C19, UGT1A1;Annotation of EMA Label for binimetinib and UGT1A1;Annotation of EMA Label for dolutegravir and UGT1A1;Annotation of EMA Label for erlotinib and UGT1A1;Annotation of EMA Label for irinotecan and UGT1A1;Annotation of EMA Label for raltegravir and UGT1A1;Annotation of EMA Label for sacituzumab govitecan-hziy and UGT1A1;Annotation of FDA Label for arformoterol and CYP2D6, UGT1A1;Annotation of FDA Label for belinostat and UGT1A1;Annotation of FDA Label for binimetinib and UGT1A1;Annotation of FDA Label for cabotegravir / rilpivirine and UGT1A1;Annotation of FDA Label for dolutegravir and UGT1A1;Annotation of FDA Label for indacaterol and UGT1A1;Annotation of FDA Label for irinotecan and UGT1A1;Annotation of FDA Label for nilotinib and UGT1A1;Annotation of FDA Label for pazopanib and HLA-B, UGT1A1;Annotation of FDA Label for raltegravir and UGT1A1;Annotation of FDA Label for sacituzumab govitecan-hziy and UGT1A1;Annotation of HCSC Label for cabotegravir / rilpivirine and UGT1A1;Annotation of HCSC Label for irinotecan and UGT1A1;Annotation of HCSC Label for nilotinib and UGT1A1;Annotation of HCSC Label for sacituzumab govitecan-hziy and UGT1A1;Annotation of PMDA Label for indacaterol and UGT1A1;Annotation of PMDA Label for irinotecan and UGT1A1;Annotation of Swissmedic Label for dolutegravir and CYP3A4, CYP3A5, NR1I2, UGT1A1;Annotation of Swissmedic Label for indacaterol and UGT1A1;Annotation of Swissmedic Label for irinotecan and UGT1A1;Annotation of Swissmedic Label for letermovir and SLCO1B1, UGT1A1
PA37189	UGT2B17	PA166268882;PA166278001	Annotation of FDA Label for belzutifan and CYP2C19, UGT2B17;Annotation of HCSC Label for belzutifan and CYP2C19, UGT2B17
PA134919958	UNC13D	PA166182764	Annotation of FDA Label for emapalumab and PRF1, RAB27A, SH2D1A, STX11, STXBP2, UNC13D, XIAP
PA37302	VEGFA	PA166114944;PA166284701	Annotation of FDA Label for regorafenib and EGFR, KRAS, VEGFA;Annotation of HCSC Label for regorafenib and EGFR, KRAS, VEGFA
PA37307	VHL	PA166268881;PA166277981	Annotation of FDA Label for belzutifan and VHL;Annotation of HCSC Label for belzutifan and VHL
PA133787052	VKORC1	PA166104776;PA166127732	Annotation of FDA Label for warfarin and CYP2C9, PROC, PROS1, VKORC1;Annotation of HCSC Label for warfarin and CYP2C9, VKORC1
PA25361	XIAP	PA166182764	Annotation of FDA Label for emapalumab and PRF1, RAB27A, SH2D1A, STX11, STXBP2, UNC13D, XIAP
PA37466	ZMPSTE24	PA166235601	Annotation of FDA Label for lonafarnib and LMNA, ZMPSTE24
